,样本id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,A1,A3,A4,b14/a1_a3_a4_a19_b1_b12
829,1248,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
830,1587,14.0,21.0,-1.0,-1.0,15.0,100,16.0,106.0,17.0,105.0,18.0,107.0,300,0.5,50.0,9.0,19.0,70,19.5,74.0,1.0,350.0,1.0,21.5,70,23.5,45.0,1.3333333333333321,1.3333333333333333,-1.0,800.0,400,300,405.0,700,0.14010507880910683
831,328,12.5,38.0,12.666666666666666,80.0,14.0,100,15.0,102.0,16.0,103.0,17.0,102.0,300,0.5,50.0,9.0,21.0,70,21.5,75.0,0.5,300.0,2.0,7.5,50,13.0,32.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14260249554367202
832,103,20.0,29.0,-1.0,-1.0,22.0,102,23.0,103.0,0.0,104.0,1.0,105.0,200,1.0,50.0,9.0,2.0,78,3.0,73.0,1.0,320.0,1.0,5.0,80,7.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
833,1348,14.0,30.0,-1.0,-1.0,16.0,102,7.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
834,214,22.0,30.0,-1.0,-1.0,0.0,100,1.0,103.0,2.0,105.0,3.0,107.0,200,1.0,50.0,9.0,4.0,80,5.0,72.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
835,1160,8.0,29.0,-1.0,-1.0,10.0,101,11.0,103.0,12.0,104.0,13.0,105.0,200,1.0,50.0,9.0,14.0,80,15.0,73.0,1.0,320.0,1.0,17.0,80,19.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
836,853,14.5,19.0,-1.0,-1.0,16.0,100,17.0,101.0,18.0,103.0,19.0,103.0,300,0.5,40.0,10.0,2.5,70,3.0,78.0,1.0,340.0,1.0,13.0,60,15.0,40.0,1.5,1.5,-1.0,800.0,392,300,-1.0,980,0.14417065097462303
837,247,6.0,30.0,-1.0,-1.0,8.0,102,9.0,104.0,10.0,105.0,11.0,106.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
838,1966,21.0,29.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,420,300,405.0,700,0.1344
839,1622,1.0,24.0,-1.0,-1.0,2.5,100,3.5,101.0,4.5,102.0,5.5,102.0,300,0.5,50.0,10.0,7.0,70,7.5,78.0,1.0,300.0,1.0,12.5,65,15.0,45.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.1497326203208556
840,1812,14.0,30.0,-1.0,-1.0,16.0,101,17.0,104.0,18.0,105.0,19.0,107.0,200,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
841,1554,21.5,21.0,22.0,73.0,0.0,100,1.0,102.0,2.0,103.0,3.0,104.0,300,0.5,50.0,9.0,5.0,70,5.5,75.0,0.5,350.0,1.0,15.5,65,22.75,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
842,1686,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
843,1226,22.0,29.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78,5.0,73.0,1.0,320.0,1.0,7.0,75,9.0,45.0,1.5,2.0,1.0,1200.0,420,300,405.0,700,0.1344
844,366,6.833333333333333,38.0,7.0,80.0,8.5,100,9.5,102.0,10.5,103.0,11.5,103.0,300,0.5,-1.0,9.0,14.5,70,15.0,75.0,0.5,370.0,2.5,2.5,65,8.0,27.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1391304347826087
845,249,21.0,29.0,-1.0,-1.0,23.0,101,0.0,102.0,1.0,103.0,2.0,104.0,200,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,3.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
846,737,22.0,26.0,-1.0,-1.0,0.0,100,1.0,102.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,3.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
847,27,16.5,20.0,-1.0,-1.0,17.5,100,18.5,102.0,19.5,103.0,20.5,104.0,300,0.5,40.0,9.0,1.5,70,2.0,78.0,1.0,310.0,1.5,13.0,80,17.0,40.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.1492007104795737
848,837,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
849,1593,14.0,20.0,-1.0,-1.0,15.0,100,16.0,104.0,17.0,105.0,18.0,106.0,300,0.5,50.0,9.0,19.0,70,19.5,74.0,1.0,350.0,1.0,21.5,68,23.5,45.0,1.3333333333333321,1.3333333333333333,-1.0,800.0,420,300,405.0,700,0.14711033274956217
850,1442,7.5,22.0,-1.0,-1.0,9.0,100,10.0,103.0,11.0,103.0,12.0,102.0,300,0.5,40.0,9.0,16.5,70,17.0,78.0,1.0,310.0,1.5,1.5,65,8.0,40.0,1.5,1.5,-1.0,800.0,440,300,405.0,700,0.15630550621669628
851,1817,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,75.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
852,681,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78,13.0,75.0,1.0,320.0,1.0,15.0,74,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
853,1543,12.0,21.0,12.5,70.0,14.0,100,15.0,102.0,16.0,103.0,17.0,103.0,300,0.5,50.0,9.0,21.0,70,21.5,75.0,0.5,350.0,1.0,6.5,65,10.5,45.0,1.5,1.5,-1.0,800.0,385,300,405.0,700,0.13485113835376533
854,1808,6.0,29.0,-1.0,-1.0,8.0,100,9.0,102.0,10.0,103.0,11.0,104.0,200,1.0,50.0,9.0,12.0,78,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
855,4,14.0,24.0,-1.0,-1.0,15.5,100,16.5,102.0,17.5,102.0,18.5,102.0,300,0.5,40.0,10.0,19.0,70,19.5,78.0,1.5,300.0,1.0,6.5,60,12.0,40.0,1.5,0.5,-1.0,800.0,400,300,405.0,700,0.14260249554367202
856,135,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,2.5,2.0,1.0,1200.0,400,300,405.0,700,0.128
857,838,21.0,30.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
858,356,16.5,38.0,16.666666666666668,80.0,18.5,100,19.5,102.0,20.5,102.0,21.5,103.0,300,0.5,50.0,9.0,1.5,70,2.0,75.0,0.5,370.0,2.0,13.5,65,17.0,45.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.14608695652173914
859,699,9.0,29.0,-1.0,-1.0,11.0,101,12.0,103.0,13.0,104.0,14.0,105.0,200,1.0,50.0,9.0,15.0,80,17.0,73.0,1.0,320.0,1.0,19.0,79,21.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
860,1049,14.0,21.0,-1.0,-1.0,15.5,100,16.5,102.0,17.5,104.0,18.5,105.0,300,0.5,30.0,9.0,20.0,70,20.5,78.0,1.0,240.0,1.0,0.0,65,8.0,50.0,1.5,1.0,-1.0,800.0,340,250,340.0,590,0.1349206349206349
861,1712,5.0,21.0,-1.0,-1.0,7.0,100,8.0,100.0,9.0,103.0,10.0,108.0,200,1.0,50.0,9.0,11.5,70,12.0,79.0,1.0,380.0,1.0,14.0,75,16.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1436265709156194
862,1824,14.0,30.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
863,370,22.0,37.0,23.5,80.0,23.5,100,0.5,102.0,1.5,102.0,2.5,102.0,300,0.5,50.0,9.0,8.0,70,8.5,75.0,0.5,370.0,2.0,21.0,65,21.0,25.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.14608695652173914
864,1772,6.0,28.0,-1.0,-1.0,8.0,101,9.0,102.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
865,1655,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,8.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
866,1250,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
867,227,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
868,1394,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
869,1299,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
870,340,7.0,38.0,7.166666666666667,80.0,8.833333333333334,100,9.833333333333334,103.0,10.833333333333334,104.0,11.833333333333334,104.0,300,0.5,50.0,9.0,16.0,70,16.5,75.0,0.5,350.0,1.0,2.5,50,7.5,40.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
871,1444,4.0,22.0,-1.0,-1.0,5.5,100,6.5,103.0,7.5,103.0,8.5,103.0,300,0.5,50.0,10.0,12.5,70,13.0,78.0,1.0,300.0,1.0,20.0,60,23.0,40.0,1.5,2.0,-1.0,800.0,440,300,405.0,700,0.1568627450980392
872,1726,22.0,29.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78,5.0,73.0,1.0,320.0,1.0,7.0,78,9.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
873,604,3.5,23.0,-1.0,-1.0,5.0,100,6.0,102.0,7.0,103.0,8.0,104.0,200,1.0,50.0,9.0,9.0,90,9.5,77.0,1.0,330.0,1.0,11.5,65,13.5,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14625228519195613
874,1469,10.5,80.0,-1.0,-1.0,11.5,101,12.5,102.0,13.5,103.0,14.5,89.0,300,0.5,50.0,9.0,15.5,70,16.0,75.0,0.5,350.0,2.0,2.0,65,6.0,45.0,1.0,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
875,1946,6.0,30.0,-1.0,-1.0,8.0,102,9.0,104.0,10.0,105.0,11.0,106.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
876,455,23.0,31.0,-1.0,-1.0,0.0,100,1.0,102.0,2.0,103.0,3.0,105.0,200,0.5,50.0,9.0,4.5,70,5.0,78.0,1.0,300.0,1.5,9.5,60,12.0,38.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1478743068391867
877,64,1.0,18.0,-1.0,-1.0,2.0,100,3.0,104.0,4.0,105.0,5.0,106.0,300,0.5,50.0,9.0,6.333333333333333,70,6.833333333333333,75.0,1.1666666666666667,350.0,1.0,9.0,70,10.5,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
878,991,10.0,21.0,-1.0,-1.0,11.0,100,12.0,102.0,13.0,104.0,14.0,107.0,300,0.5,50.0,9.0,15.0,70,15.5,76.0,1.0,290.0,1.0,17.5,65,19.5,45.0,1.3333333333333333,1.3333333333333333,-1.0,800.0,400,300,405.0,700,0.14311270125223613
879,1385,21.0,30.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
880,238,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,79,21.0,72.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
881,651,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
882,113,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
883,1962,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
884,1591,6.0,19.0,-1.0,-1.0,7.0,100,8.0,103.0,9.0,105.0,10.0,106.0,300,0.5,50.0,9.0,11.0,70,11.5,74.0,1.0,350.0,1.0,13.5,68,15.5,45.0,1.3333333333333333,1.3333333333333333,-1.0,800.0,400,300,405.0,700,0.14010507880910683
885,1672,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
886,578,18.0,29.0,-1.0,-1.0,20.0,101,21.0,103.0,22.0,104.0,23.0,105.0,200,1.0,50.0,9.0,0.0,80,1.0,73.0,1.0,320.0,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
887,127,4.5,19.0,-1.0,-1.0,6.0,100,7.0,102.0,8.0,104.0,9.0,107.0,200,1.0,50.0,10.0,10.5,70,11.0,76.0,1.0,370.0,1.0,13.0,76,15.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14414414414414414
888,1284,22.0,30.0,-1.0,-1.0,0.0,102,1.0,104.0,2.0,105.0,3.0,106.0,200,1.0,50.0,9.0,4.0,80,4.5,73.0,0.5,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
889,1009,7.0,20.0,-1.0,-1.0,8.0,100,9.0,101.0,10.0,102.0,11.0,105.0,200,0.5,40.0,9.0,12.5,70,13.0,78.0,0.5,290.0,1.5,19.0,60,21.0,38.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14842300556586271
890,1717,11.0,21.0,-1.0,-1.0,12.5,100,13.5,103.0,14.5,105.0,15.5,108.0,200,1.0,50.0,9.0,17.0,70,17.5,78.0,1.0,380.0,1.0,19.5,72,21.5,45.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.15080789946140036
891,1598,10.0,35.0,-1.0,-1.0,11.5,100,12.5,102.0,13.5,102.0,14.5,104.0,200,0.5,50.0,10.0,16.0,70,16.5,77.0,1.0,290.0,1.0,23.5,65,2.0,45.0,1.5,1.5,-1.0,800.0,420,200,270.0,470,0.18834080717488788
892,1675,14.0,28.0,-1.0,-1.0,16.0,100,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
893,852,9.0,21.0,-1.0,-1.0,10.5,100,11.5,101.0,12.5,102.0,13.5,104.0,300,0.5,40.0,10.0,16.0,70,16.5,78.0,1.0,300.0,1.5,1.5,65,3.5,40.0,1.5,1.5,-1.0,800.0,400,300,-1.0,980,0.14930944382232175
894,695,19.0,29.0,-1.0,-1.0,21.0,101,22.0,103.0,23.0,104.0,0.0,105.0,200,1.0,50.0,9.0,1.0,80,2.0,73.0,1.0,320.0,1.0,4.0,80,6.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
895,138,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,2.5,2.0,1.0,1200.0,400,300,405.0,700,0.128
896,1010,19.0,35.0,-1.0,-1.0,20.0,100,21.0,102.0,22.0,103.0,23.0,106.0,200,0.5,50.0,10.0,0.0,70,0.5,70.0,1.5,290.0,1.5,3.0,60,8.0,40.0,1.1666666666666667,1.5,-1.0,800.0,400,300,405.0,700,0.14842300556586271
897,1627,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
898,8,3.5,21.0,-1.0,-1.0,5.0,100,6.0,102.0,7.0,103.0,8.0,105.0,300,0.5,40.0,9.0,12.0,70,12.5,78.0,1.0,310.0,1.0,21.0,58,0.5,40.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.1492007104795737
899,503,12.0,21.0,-1.0,-1.0,13.5,100,14.5,102.0,15.5,104.0,16.5,105.0,300,0.5,50.0,9.0,18.0,70,18.5,78.0,1.0,340.0,1.0,16.5,65,19.0,45.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.14762741652021089
900,855,15.0,21.0,-1.0,-1.0,16.5,100,17.5,102.0,18.5,104.0,19.5,105.0,300,0.5,40.0,10.0,20.0,70,20.5,78.0,1.0,310.0,1.5,6.5,60,7.5,40.0,1.5,1.5,-1.0,800.0,387,300,-1.0,980,0.14391967274079584
901,948,18.0,24.0,-1.0,-1.0,19.0,100,20.0,104.0,21.0,106.0,22.0,108.0,300,0.5,55.0,10.0,23.0,70,23.5,76.0,1.0,350.0,1.0,2.0,65,4.0,45.0,1.1666666666666667,1.1666666666666667,-1.0,800.0,400,300,405.0,700,0.14010507880910683
902,632,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,105.0,11.0,104.0,200,1.0,50.0,9.0,12.0,78,13.0,76.0,1.0,320.0,1.0,15.0,74,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
903,1819,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
904,930,2.0,38.0,2.1666666666666665,80.0,3.5,100,4.5,102.0,5.5,103.0,6.5,102.0,300,0.5,50.0,10.0,12.0,70,12.5,75.0,0.5,370.0,2.0,22.0,60,3.0,45.0,1.5,1.5,-1.0,800.0,440,300,405.0,700,0.15304347826086956
905,1665,6.0,29.0,-1.0,-1.0,8.0,101,9.0,102.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,72.0,1.0,320.0,1.0,15.0,78,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
906,1840,14.0,28.0,-1.0,-1.0,16.0,100,17.0,103.0,18.0,105.0,19.0,105.0,200,1.0,50.0,9.0,20.0,79,21.0,72.0,1.0,330.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.5,1200.0,400,300,405.0,700,0.12759170653907495
907,408,4.0,21.0,-1.0,-1.0,5.5,100,6.5,103.0,7.5,105.0,8.5,107.0,200,1.0,50.0,9.0,10.0,70,10.5,76.0,1.0,380.0,1.0,12.5,75,14.5,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1436265709156194
908,1945,21.0,29.0,-1.0,-1.0,23.0,101,0.0,102.0,1.0,103.0,2.0,104.0,200,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,3.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
909,358,12.5,28.0,12.666666666666666,80.0,14.5,100,15.5,103.0,16.5,102.0,17.5,102.0,300,0.5,50.0,9.0,21.5,70,22.0,75.0,0.5,370.0,2.0,6.5,54,11.0,22.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1391304347826087
910,1378,21.0,29.0,-1.0,-1.0,23.0,102,0.0,104.0,1.0,105.0,2.0,106.0,200,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
911,154,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,75,1.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
912,344,21.5,38.0,21.75,80.0,23.666666666666668,100,0.6666666666666666,102.0,1.6666666666666667,104.0,2.6666666666666665,105.0,300,0.5,50.0,9.0,5.0,70,5.5,75.0,0.5,370.0,1.5,16.0,50,21.5,50.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1391304347826087
913,306,15.5,20.0,-1.0,-1.0,17.0,100,18.0,102.0,19.0,105.0,20.0,105.0,300,0.5,40.0,10.0,4.0,70,4.5,78.0,1.0,320.0,1.5,14.0,60,16.5,40.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1415929203539823
914,1797,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,79,21.0,72.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
915,613,6.0,17.0,-1.0,-1.0,7.5,100,8.5,102.0,9.5,103.0,10.5,104.0,200,1.0,50.0,9.0,11.5,90,12.0,75.0,1.0,380.0,1.0,14.0,65,16.0,45.0,1.0,1.0,1.0,1200.0,400,300,405.0,700,0.12558869701726844
916,1759,14.0,30.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,79,21.0,73.0,1.0,320.0,1.0,7.0,75,9.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
917,281,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,460,300,405.0,700,0.1472
918,1764,6.0,27.0,-1.0,-1.0,8.0,102,9.0,102.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78,13.0,76.0,1.0,320.0,1.0,15.0,73,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
919,1935,14.0,27.0,-1.0,-1.0,16.0,102,17.0,104.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,460,300,405.0,700,0.1472
920,1081,22.0,21.0,-1.0,-1.0,23.5,100,0.5,102.0,1.5,104.0,2.5,105.0,300,0.5,50.0,9.0,5.0,70,5.5,78.0,1.0,300.0,1.0,13.0,65,17.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14260249554367202
921,401,10.0,18.0,-1.0,-1.0,11.5,101,12.5,103.0,13.5,105.0,14.5,108.0,200,1.0,50.0,9.0,16.0,72,16.5,79.0,1.0,380.0,1.0,18.5,70,20.5,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1436265709156194
922,1498,21.0,30.0,21.5,80.0,22.0,100,0.0,102.0,1.0,102.0,2.0,103.0,300,0.5,50.0,9.0,7.5,70,8.0,75.0,0.5,350.0,2.0,18.0,60,22.5,30.0,1.5,1.5,-1.0,800.0,385,300,405.0,700,0.13485113835376533
923,469,11.0,21.0,-1.0,-1.0,12.5,100,13.5,102.0,14.5,103.0,15.5,105.0,200,0.5,50.0,10.0,17.0,70,17.5,78.0,1.0,290.0,2.0,1.5,60,3.0,40.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14842300556586271
924,1480,13.833333333333334,70.0,-1.0,-1.0,15.666666666666666,100,16.666666666666668,102.0,17.666666666666668,102.0,18.666666666666668,102.0,300,0.5,50.0,9.0,23.5,70,0.0,75.0,0.5,350.0,1.0,13.0,60,15.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
925,1234,22.0,29.0,-1.0,-1.0,9.0,103,1.0,104.0,2.0,105.0,3.0,107.0,200,1.0,50.0,9.0,4.0,79,5.0,73.0,1.0,320.0,1.0,7.0,79,9.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
