,样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
1145,979.0,300,,405.0,700,11:00:00,26.0,,,13:30:00,100,14:30:00,105,0.2,15:30:00,103.0,16:30:00,102.0,0.2,300,17:00-17:30,30.0,9.0,5.0,17:30:00,70,18:00:00,75,18:00-18:30,290.0,3.5,3.5,18:30-19:30,19:30:00,65,21:30:00,40.0,0:50-2:30,3:20-5:00,,800.0,0.15,400,0.879
262,984.0,300,,405.0,700,5:30:00,21.0,,,7:00:00,100,8:00:00,103,0.2,9:00:00,105.0,10:00:00,103.0,0.2,100,10:10-10:40,40.0,9.0,5.0,11:10:00,76,11:40:00,77,16:10-17:10,300.0,3.5,3.5,17:10-18:20,18:20:00,66,0:00:00,36.0,0:10-1:30,2:10-3:10,,900.0,0.15,400,0.902
193,985.0,300,,405.0,700,10:00:00,21.0,,,11:00:00,100,12:00:00,102,0.2,13:00:00,104.0,14:00:00,106.0,0.2,200,14:10-14:40,50.0,9.0,5.0,15:00:00,70,15:30:00,77,15:30-16:30,290.0,3.5,3.5,16:30-17:30,17:30:00,67,19:30:00,45.0,19:30-21:00,21:10-22:30,,900.0,0.15,400,0.902
412,986.0,300,,405.0,700,14:00:00,20.0,,,15:00:00,100,16:00:00,103,0.2,17:00:00,105.0,18:00:00,107.0,0.2,300,18:10-18:40,50.0,9.0,5.0,19:00:00,70,19:30:00,78,19:30-20:30,300.0,3.5,3.5,20:30-21:30,21:30:00,68,23:30:00,45.0,23:40-1:10,1:20-2:40,,800.0,0.15,420,0.9490000000000001
221,987.0,300,,405.0,700,18:00:00,22.0,,,19:00:00,100,20:00:00,103,0.2,21:00:00,105.0,22:00:00,107.0,0.2,300,22:10-22:40,50.0,9.0,5.0,23:00:00,70,23:30:00,79,23:30-0:30,280.0,3.5,3.5,0:30-1:30,1:30:00,65,3:30:00,45.0,3:40-5:00,5:20-6:30,,900.0,0.15,420,0.9470000000000001
233,989.0,300,,405.0,700,2:00:00,22.0,,,3:00:00,100,4:00:00,103,0.2,5:00:00,105.0,6:00:00,107.0,0.2,300,6:10-6:40,50.0,9.0,5.0,7:00:00,70,7:30:00,75,7:30-8:00,290.0,3.5,3.5,8:00-9:00,9:00:00,68,11:00:00,45.0,11:10-12:20,12:40-14:50,,900.0,0.15,400,0.879
889,991.0,300,,405.0,700,10:00:00,21.0,,,11:00:00,100,12:00:00,102,0.2,13:00:00,104.0,14:00:00,107.0,0.2,300,14:10-14:40,50.0,9.0,5.0,15:00:00,70,15:30:00,76,15:30-16:30,290.0,3.5,3.5,16:30-17:30,17:30:00,65,19:30:00,45.0,19:40-21:00,21:20-22:40,,800.0,0.15,400,0.902
121,992.0,300,,405.0,700,14:00:00,21.0,,,15:00:00,100,16:00:00,103,0.2,17:00:00,106.0,18:00:00,107.0,0.2,300,18:10-18:40,50.0,9.0,5.0,19:00:00,70,19:30:00,78,19:30-20:30,310.0,3.5,3.5,20:30-21:30,21:30:00,67,23:30:00,45.0,23:40-1:00,1:20-2:45,,800.0,0.15,420,0.935
375,993.0,300,,405.0,700,18:00:00,22.0,,,19:00:00,100,20:00:00,104,0.2,21:00:00,106.0,22:00:00,107.0,0.2,200,22:10-22:40,50.0,9.0,5.0,23:00:00,70,23:30:00,75,23:30-0:30,300.0,3.5,3.5,0:30-1:30,1:30:00,68,3:30:00,47.0,3:40-5:00,5:15-6:40,,800.0,0.15,420,0.935
447,994.0,300,,405.0,700,10:40:00,28.0,,,11:50:00,100,12:50:00,101,0.2,13:50:00,103.0,14:50:00,103.0,0.2,200,14:50-15:10,40.0,9.0,5.0,15:10:00,70,15:40:00,72,15:40-17:30,300.0,3.5,3.5,19:30-21:00,21:00:00,55,22:30:00,40.0,23:30-1:00,1:30-2:30,,800.0,0.15,280,0.857
71,995.0,300,,405.0,700,19:00:00,26.0,,,20:00:00,100,21:00:00,101,0.2,22:00:00,102.0,23:00:00,103.0,0.2,200,23:00-23:30,50.0,10.0,5.0,23:30:00,70,0:00:00,77,0:00-1:00,300.0,3.5,3.5,1:00-2:30,2:30:00,58,4:00:00,40.0,9:00-10:30,11:30-13:00,,800.0,0.15,390,0.89
322,996.0,300,,405.0,700,4:00:00,30.0,,,5:00:00,100,6:00:00,103,0.2,7:00:00,103.0,8:00:00,105.0,0.2,200,8:30-9:00,50.0,9.0,5.0,9:30:00,70,10:00:00,78,13:00-14:00,290.0,3.5,3.5,14:00-15:00,15:00:00,65,17:00:00,45.0,0:00-1:30,2:00-3:30,,800.0,0.15,400,0.868
35,997.0,300,,405.0,700,12:00:00,21.0,,,13:30:00,100,14:30:00,101,0.2,15:30:00,103.0,16:30:00,105.0,0.2,200,17:00-17:30,50.0,9.0,5.0,18:00:00,70,18:30:00,78,22:30-23:30,290.0,3.5,3.5,2:00-3:00,3:00:00,63,4:00:00,50.0,4:30-6:00,7:00-8:30,,800.0,0.15,400,0.902
790,999.0,300,,405.0,700,10:00:00,33.0,,,11:00:00,100,12:00:00,101,0.2,13:00:00,102.0,14:00:00,103.0,0.2,200,14:00-14:40,50.0,9.0,5.0,14:40:00,70,15:01:00,77,15:10-15:40,300.0,3.5,3.5,15:40-17:00,17:00:00,60,19:00:00,40.0,0:00-1:30,2:30-4:00,,800.0,0.15,400,0.902
242,1000.0,300,,405.0,700,17:00:00,30.0,,,18:00:00,100,19:00:00,101,0.2,20:00:00,103.0,21:00:00,105.0,0.2,200,21:30-22:00,50.0,10.0,5.0,22:30:00,70,23:30:00,78,3:30-4:30,290.0,3.5,3.5,4:30-5:30,5:30:00,65,7:30:00,45.0,9:00-10:30,10:30-12:00,,800.0,0.15,400,0.902
138,1001.0,300,,405.0,700,1:00:00,21.0,,,2:30:00,100,3:30:00,101,0.2,4:30:00,103.0,5:30:00,105.0,0.2,200,6:00-6:30,50.0,9.0,5.0,7:00:00,70,7:30:00,78,10:30-11:00,290.0,3.5,3.5,11:00-12:00,12:00:00,60,19:00:00,36.0,19:30-21:00,21:40-23:10,,800.0,0.15,380,0.868
28,1002.0,300,,405.0,700,14:00:00,21.0,,,15:00:00,100,16:00:00,101,0.2,17:00:00,102.0,18:00:00,103.0,0.2,200,18:00-18:30,50.0,9.0,5.0,18:30:00,70,19:00:00,78,19:00-20:00,300.0,3.5,3.5,20:00-21:30,21:30:00,60,4:00:00,39.0,4:30-6:00,7:00-8:00,,800.0,0.15,380,0.878
36,1004.0,300,,405.0,700,7:00:00,20.0,,,8:30:00,100,9:30:00,102,0.2,10:30:00,103.0,11:30:00,105.0,0.2,200,12:00-12:30,50.0,9.0,5.0,13:00:00,70,13:30:00,78,17:00-18:00,290.0,3.5,3.5,18:00-19:00,19:00:00,60,21:00:00,40.0,23:30-1:00,2:00-3:30,,800.0,0.15,400,0.902
1197,1005.0,300,,405.0,700,17:30:00,21.0,,,18:30:00,100,19:30:00,101,0.2,20:30:00,103.0,21:30:00,105.0,0.2,200,21:30-22:00,40.0,9.0,5.0,22:00:00,70,22:30:00,78,2:00-3:00,300.0,3.5,3.5,3:00-4:30,4:30:00,60,6:30:00,40.0,9:00-10:30,11:00-12:30,,800.0,0.15,400,0.902
304,1006.0,300,,405.0,700,1:30:00,35.0,,,2:30:00,100,3:30:00,101,0.2,4:30:00,103.0,5:30:00,105.0,0.2,200,6:00-6:30,50.0,9.0,5.0,6:30:00,70,7:00:00,78,11:00-12:00,280.0,3.5,3.5,12:00-13:30,13:30:00,60,19:00:00,40.0,19:00-20:30,21:30-23:00,,800.0,0.15,400,0.902
971,1007.0,300,,405.0,700,12:00:00,35.0,,,13:00:00,100,14:00:00,102,0.2,15:00:00,103.0,16:00:00,105.0,0.2,200,16:30-17:00,50.0,10.0,5.0,17:30:00,70,18:00:00,70,22:30-23:30,290.0,3.5,3.5,23:30-0:30,0:30:00,65,3:00:00,45.0,5:00-6:30,7:30-9:00,,800.0,0.15,400,0.9129999999999999
1144,1008.0,300,,405.0,700,22:00:00,21.0,,,23:30:00,100,0:30:00,101,0.2,1:30:00,103.0,2:30:00,104.0,0.2,200,3:00-3:30,50.0,9.0,5.0,4:00:00,70,4:30:00,78,7:00-8:00,290.0,3.5,3.5,8:30-10:00,10:00:00,60,12:00:00,40.0,13:30-15:00,15:00-17:00,,800.0,0.15,400,0.902
900,1009.0,300,,405.0,700,7:00:00,20.0,,,8:00:00,100,9:00:00,101,0.2,10:00:00,102.0,11:00:00,105.0,0.2,200,11:30-12:00,40.0,9.0,5.0,12:30:00,70,13:00:00,78,16:30-17:00,290.0,3.5,3.5,17:30-19:00,19:00:00,60,21:00:00,38.0,0:00-1:30,2:30-4:00,,800.0,0.15,400,0.902
907,1010.0,300,,405.0,700,19:00:00,35.0,,,20:00:00,100,21:00:00,102,0.2,22:00:00,103.0,23:00:00,106.0,0.2,200,23:30-0:00,50.0,10.0,5.0,0:00:00,70,0:30:00,70,0:00-1:30,290.0,3.5,3.5,1:30-3:00,3:00:00,60,8:00:00,40.0,9:00-10:10,11:30-13:00,,800.0,0.15,400,0.8909999999999999
271,1011.0,300,,405.0,700,2:00:00,34.0,,,3:00:00,100,4:00:00,101,0.2,5:00:00,104.0,6:00:00,104.0,0.2,200,6:30-7:30,50.0,10.0,5.0,7:30:00,70,8:00:00,77,12:00-13:00,290.0,3.5,3.5,13:00-14:00,14:00:00,65,16:30:00,45.0,19:30-21:00,21:30-23:00,,800.0,0.15,400,0.902
760,1012.0,300,,405.0,700,12:00:00,21.0,,,13:30:00,100,14:30:00,102,0.2,15:30:00,103.0,16:30:00,105.0,0.2,200,17:00-17:30,50.0,9.0,5.0,18:00:00,70,18:30:00,78,18:30-19:30,290.0,3.5,3.5,20:30-22:00,22:00:00,60,1:00:00,40.0,4:00-5:30,6:30-8:00,,800.0,0.15,400,0.9129999999999999
685,1013.0,300,,405.0,700,22:00:00,26.0,,,23:00:00,100,0:00:00,101,0.2,1:00:00,104.0,2:00:00,103.0,0.2,200,2:00-2:30,50.0,10.0,5.0,2:30:00,70,3:00:00,77,3:00-4:00,300.0,3.5,3.5,4:00-5:00,5:30:00,60,8:00:00,36.0,13:00-14:30,15:30-17:00,,800.0,0.15,400,0.8909999999999999
243,1016.0,300,,405.0,700,0:00:00,21.0,,,1:30:00,100,2:30:00,102,0.2,3:30:00,103.0,4:30:00,105.0,0.2,200,5:00-5:30,50.0,9.0,5.0,6:00:00,70,6:30:00,78,12:30-13:30,270.0,3.5,3.5,12:30-14:00,14:00:00,60,19:00:00,40.0,19:30-21:00,22:00-23:00,,800.0,0.15,400,0.902
939,1017.0,300,,405.0,700,12:00:00,32.0,,,13:00:00,100,14:00:00,102,0.2,15:00:00,103.0,16:00:00,105.0,0.2,200,16:30-17:00,40.0,9.0,5.0,11:30:00,70,18:00:00,78,18:00-19:00,,3.5,3.5,19:00-20:30,20:30:00,60,23:00:00,37.0,4:00-5:00,6:30-8:00,,800.0,0.15,400,0.902
157,1018.0,300,,405.0,700,22:00:00,36.0,,,23:00:00,100,0:00:00,102,0.2,1:00:00,102.0,2:00:00,104.0,0.2,200,2:00-2:30,50.0,10.0,5.0,2:30:00,70,3:00:00,70,3:00-4:00,300.0,3.5,3.5,4:00-5:30,5:30:00,60,8:00:00,40.0,14:00-15:30,16:30-18:00,,800.0,0.15,400,0.902
716,1020.0,300,,405.0,700,17:00:00,21.0,,,23:30:00,100,19:30:00,102,0.2,20:30:00,104.0,21:30:00,105.0,0.2,200,23:00-23:30,50.0,10.0,5.0,23:00:00,70,23:30:00,77,2:00-3:30,300.0,3.5,3.5,3:30-5:00,5:00:00,60,8:00:00,37.0,9:00-10:30,11:30-13:00,,800.0,0.15,400,0.902
1193,1021.0,300,,405.0,700,1:30:00,35.0,,,3:00:00,100,4:00:00,100,0.2,5:00:00,103.0,6:00:00,103.0,0.2,200,6:30-7:00,50.0,10.0,5.0,7:30:00,70,8:00:00,77,13:00-14:00,300.0,3.5,3.5,14:00-15:30,15:30:00,65,18:30:00,37.0,19:00-20:30,21:30-23:00,,800.0,0.15,400,0.8909999999999999
1140,1023.0,300,,405.0,700,1900/1/21 0:00,21.0,,,22:30:00,100,23:30:00,102,0.2,0:30:00,104.0,1:30:00,105.0,0.2,200,2:00-2:30,50.0,9.0,5.0,3:00:00,70,3:30:00,78,7:00-8:00,290.0,3.5,3.5,8:00-9:30,9:30:00,60,14:00:00,50.0,14:30-16:00,16:40-18:20,,800.0,0.15,400,0.902
558,1025.0,300,,405.0,700,3:00:00,35.0,,,4:00:00,100,5:00:00,101,0.2,6:00:00,103.0,7:00:00,103.0,0.2,200,7:00-7:30,50.0,10.0,5.0,7:30:00,70,8:00:00,77,13:30-14:30,290.0,3.5,3.5,14:30-15:30,15:30:00,65,18:00:00,45.0,19:00-20:30,21:30-23:00,,800.0,0.15,400,0.902
9,1026.0,300,,405.0,700,11:00:00,21.0,,,12:30:00,100,13:30:00,102,0.2,14:30:00,103.0,15:30:00,105.0,0.2,200,16:00-16:30,50.0,9.0,5.0,17:00:00,70,17:30:00,78,22:00-23:00,280.0,3.5,3.5,23:00-0:00,0:00:00,64,2:00:00,50.0,6:00-7:30,8:00-9:30,,800.0,0.15,400,0.902
386,1027.0,300,,405.0,700,1900/1/21 0:00,34.0,,,22:30:00,100,23:30:00,103,0.2,0:30:00,104.0,1:10:00,105.0,0.2,200,2:00-2:30,50.0,9.0,5.0,3:00:00,70,3:30:00,75,4:00-5:00,290.0,3.5,3.5,5:30-7:00,7:00:00,65,8:00:00,40.0,14:30-15:30,17:00-18:30,,800.0,0.15,400,0.8909999999999999
977,1029.0,300,,405.0,700,16:00:00,34.0,,,17:30:00,100,18:30:00,102,0.2,19:30:00,103.0,20:30:00,105.0,0.2,200,21:00-21:30,50.0,9.0,5.0,22:00:00,70,22:30:00,78,3:00-4:00,290.0,3.5,3.5,4:00-5:00,5:00:00,65,8:00:00,45.0,9:30-11:00,12:00-13:30,,800.0,0.15,400,0.902
383,1030.0,300,,405.0,700,1:00:00,21.0,,,2:30:00,100,3:30:00,102,0.2,4:30:00,104.0,5:30:00,105.0,0.2,200,6:00-6:30,50.0,9.0,5.0,7:00:00,70,7:30:00,78,12:30-13:30,300.0,3.5,3.5,13:30-14:30,14:30:00,65,17:30:00,45.0,19:00-20:30,21:30-23:00,,800.0,0.15,400,0.902
607,1031.0,300,,405.0,700,11:00:00,36.0,,,12:30:00,100,13:30:00,102,0.2,14:30:00,104.0,15:30:00,105.0,0.2,200,16:00-16:30,30.0,9.0,5.0,17:00:00,70,17:30:00,78,2:30-3:30,300.0,3.5,3.5,3:30-4:30,4:30:00,65,5:30:00,40.0,5:30-7:00,8:00-9:30,,800.0,0.15,400,0.902
235,1032.0,300,,405.0,700,21:00:00,34.0,,,22:30:00,100,23:30:00,102,0.2,0:30:00,103.0,1:30:00,105.0,0.2,200,2:00-2:30,50.0,10.0,5.0,3:00:00,70,3:30:00,77,3:30-4:30,300.0,3.5,3.5,4:30-6:00,6:00:00,60,8:00:00,36.0,15:00-16:30,17:00-19:00,,800.0,0.15,400,0.8909999999999999
1387,1034.0,300,,405.0,700,15:00:00,21.0,,,16:30:00,100,17:30:00,102,0.2,18:30:00,104.0,19:30:00,105.0,0.2,200,20:00-20:30,40.0,9.0,5.0,3:00:00,70,3:30:00,78,3:30-4:30,300.0,3.5,3.5,4:30-6:00,6:00:00,65,8:00:00,45.0,9:30-11:00,12:00-13:30,,800.0,0.15,400,0.9470000000000001
1134,1036.0,300,,405.0,700,12:00:00,34.0,,,13:30:00,100,14:30:00,102,0.2,15:30:00,104.0,16:30:00,104.0,0.2,200,17:00-17:30,50.0,10.0,5.0,18:00:00,70,18:30:00,77,22:30-23:30,290.0,3.5,3.5,23:30-0:30,0:30:00,65,3:00:00,45.0,5:00-6:30,7:00-8:30,,800.0,0.15,400,0.902
15,1037.0,300,,405.0,700,21:00:00,21.0,,,22:30:00,100,23:30:00,102,0.2,0:30:00,104.0,1:30:00,105.0,0.2,200,2:00-2:30,50.0,9.0,5.0,3:00:00,70,3:30:00,78,7:00-8:00,300.0,3.5,3.5,8:30-10:00,10:00:00,65,13:00:00,45.0,14:00-15:30,16:30-18:00,,800.0,0.15,400,0.902
1005,1038.0,300,,405.0,700,7:00:00,21.0,,,8:30:00,100,9:30:00,102,0.2,10:30:00,103.0,11:30:00,105.0,0.2,200,12:00-12:30,20.0,10.0,5.0,13:00:00,70,13:30:00,78,17:00-18:00,290.0,3.5,3.5,18:00-19:00,19:00:00,60,21:30:00,40.0,0:00-1:30,2:30-4:00,,800.0,0.15,400,0.902
248,1040.0,200,,270.0,470,9:30:00,21.0,,,11:00:00,100,12:00:00,102,0.2,13:00:00,103.0,14:00:00,105.0,0.2,300,14:30-15:00,30.0,9.0,5.0,15:30:00,70,16:00:00,78,16:00-17:00,190.0,3.5,3.5,17:00-18:00,18:00:00,65,20:00:00,45.0,20:00-21:30,,,400.0,0.15,256,0.866
1025,1041.0,200,,270.0,470,18:00:00,21.0,,,19:30:00,100,20:30:00,102,0.2,21:30:00,103.0,22:30:00,104.0,0.2,300,23:00-23:30,30.0,9.0,5.0,0:00:00,70,0:30:00,77,0:10-1:30,200.0,3.5,3.5,1:30-3:00,3:00:00,65,5:30:00,45.0,6:00-8:00,,,400.0,0.15,260,0.879
701,1042.0,200,,270.0,470,20:30:00,33.0,,,22:30:00,100,23:30:00,102,0.2,0:30:00,103.0,1:30:00,105.0,0.2,300,1:30-2:00,30.0,9.0,5.0,2:30:00,70,3:00:00,76,7:00-8:00,190.0,3.5,3.5,8:00-9:30,9:30:00,65,11:30:00,45.0,12:00-14:00,,,400.0,0.15,280,0.9470000000000001
1204,1044.0,200,,270.0,470,14:30:00,26.0,,,16:00:00,100,17:00:00,100,0.2,18:00:00,102.0,19:00:00,102.0,0.2,300,19:30-20:00,30.0,9.0,5.0,20:30:00,70,21:00:00,78,2:00-3:00,190.0,3.5,3.5,4:00-5:00,5:00:00,65,8:00:00,45.0,9:00-11:00,,,400.0,0.15,260,0.879
44,1046.0,250,,340.0,590,10:00:00,22.0,,,11:30:00,100,12:30:00,101,0.2,13:30:00,103.0,14:30:00,105.0,0.2,300,15:00-15:30,90.0,9.0,5.0,16:30:00,70,17:00:00,78,13:00-18:30,220.0,3.5,3.5,"22""00-0:00",0:00:00,65,5:00:00,50.0,6:00-8:00,,,400.0,0.15,340,0.92
795,1047.0,250,,340.0,590,0:00:00,21.0,,,1:30:00,100,2:30:00,101,0.2,3:30:00,104.0,4:30:00,104.0,0.2,300,5:00-5:30,30.0,10.0,5.0,6:00:00,70,6:30:00,78,6:30-7:30,240.0,3.5,3.5,7:30-9:00,9:00:00,65,11:00:00,45.0,14:00-16:00,,,400.0,0.15,350,0.9470000000000001
337,1048.0,250,,340.0,590,5:00:00,24.0,,,6:30:00,100,7:30:00,101,0.2,8:30:00,102.0,9:30:00,105.0,0.2,300,10:00-10:30,30.0,9.0,5.0,11:00:00,70,11:30:00,78,14:00-15:00,240.0,3.5,3.5,15:00-16:00,16:00:00,65,10:00:00,45.0,22:00-0:00,,,400.0,0.15,340,0.92
871,1049.0,250,,340.0,590,14:00:00,21.0,,,15:30:00,100,16:30:00,102,0.2,17:30:00,104.0,18:30:00,105.0,0.2,300,19:00-19:30,30.0,9.0,5.0,20:00:00,70,20:30:00,78,22:00-23:00,240.0,3.5,3.5,23:00-0:00,0:00:00,65,8:00:00,50.0,8:00-9:30,10:30-11:30,,800.0,0.15,340,0.92
405,1052.0,300,,405.0,700,16:30:00,24.0,,,18:00:00,100,19:00:00,101,0.2,20:00:00,103.0,21:00:00,103.0,0.2,300,21:30-22:00,50.0,9.0,5.0,22:30:00,70,23:00:00,78,4:00-5:00,360.0,3.5,3.5,5:00-6:00,6:00:00,65,9:00:00,45.0,11:00-14:30,15:00-16:30,,800.0,0.15,400,0.902
192,1053.0,300,,405.0,700,2:00:00,21.0,,,3:30:00,100,4:30:00,102,0.2,5:30:00,103.0,6:30:00,105.0,0.2,300,7:00-7:30,50.0,9.0,5.0,8:00:00,70,8:30:00,78,15:30-16:30,360.0,3.5,3.5,16:30-17:30,17:30:00,65,23:00:00,50.0,0:30-2:00,2:00-3:00,,800.0,0.15,400,0.902
1065,1054.0,300,,405.0,700,12:00:00,31.0,,,13:30:00,100,14:30:00,102,0.2,15:30:00,104.0,16:30:00,105.0,0.2,300,17:00-17:30,50.0,9.0,5.0,18:00:00,70,18:30:00,78,5:30-6:30,360.0,3.5,3.5,6:30-8:00,8:00:00,65,10:00:00,65.0,10:00-12:00,13:00-14:30,,800.0,0.15,420,0.9470000000000001
513,1055.0,300,,405.0,700,0:00:00,21.0,,,1:30:00,100,2:30:00,102,0.2,3:30:00,104.0,4:30:00,105.0,0.2,300,5:00-5:30,50.0,9.0,5.0,6:00:00,70,6:30:00,78,15:00-16:00,330.0,3.5,3.5,16:00-17:30,17:30:00,65,21:00:00,50.0,21:00-22:30,23:00-0:00,,800.0,0.15,420,0.9470000000000001
247,1056.0,300,,405.0,700,11:30:00,28.0,,,13:00:00,100,14:00:00,101,0.2,15:00:00,102.0,16:00:00,105.0,0.2,300,16:30-17:00,50.0,9.0,5.0,17:30:00,70,18:00:00,78,0:00-1:00,330.0,3.5,3.5,1:30-3:00,4:00:00,65,8:00:00,50.0,8:00-9:30,10:00-11:30,,800.0,0.15,420,0.935
209,1058.0,300,,405.0,700,6:30:00,24.0,,,8:00:00,100,9:00:00,102,0.2,10:00:00,104.0,11:00:00,105.0,0.2,300,11:30-12:00,50.0,9.0,5.0,12:30:00,70,13:00:00,78,18:00-19:00,320.0,3.5,3.5,21:00-22:30,22:30:00,65,2:30:00,45.0,3:00-4:30,5:00-6:30,,800.0,0.15,420,0.9470000000000001
732,1060.0,300,,405.0,700,1:00:00,23.0,,,2:30:00,100,3:30:00,101,0.2,4:30:00,103.0,5:30:00,105.0,0.2,300,6:00-6:30,50.0,9.0,5.0,7:00:00,70,7:30:00,78,14:00-15:00,340.0,3.5,3.5,15:00-16:30,16:30:00,65,19:00:00,50.0,20:00-22:00,23:00-1:00,,800.0,0.15,420,0.9420000000000001
1235,1061.0,300,,405.0,700,11:00:00,24.0,,,12:30:00,100,13:30:00,101,0.2,14:30:00,103.0,15:30:00,103.0,0.2,300,16:00-16:30,50.0,10.0,5.0,17:00:00,70,17:30:00,78,23:30-0:30,340.0,3.5,3.5,0:30-1:30,1:30:00,65,4:00:00,45.0,8:30-10:00,11:00-12:30,,800.0,0.15,420,0.9470000000000001
579,1062.0,300,,405.0,700,17:00:00,28.0,,,18:30:00,100,19:30:00,102,0.2,20:30:00,104.0,21:30:00,103.0,0.2,300,0:30-1:00,50.0,9.0,5.0,1:30:00,70,2:00:00,78,11:30-12:30,330.0,3.5,3.5,12:30-13:30,13:30:00,65,15:30:00,45.0,17:00-18:30,19:30-21:00,,800.0,0.15,420,0.9470000000000001
609,1063.0,300,,405.0,700,6:00:00,21.0,,,7:00:00,100,8:30:00,103,0.2,9:30:00,104.0,10:30:00,105.0,0.2,300,11:00-11:30,50.0,9.0,5.0,12:00:00,70,12:00:00,78,19:30-20:30,350.0,3.5,3.5,20:30-22:00,22:00:00,65,3:00:00,45.0,3:00-4:30,5:30-7:00,,800.0,0.15,420,0.9470000000000001
78,1065.0,300,,405.0,700,22:30:00,21.0,,,0:00:00,100,1:00:00,101,0.2,2:00:00,102.0,3:00:00,102.0,0.2,300,3:30-4:00,50.0,10.0,5.0,6:30:00,70,7:00:00,78,14:30-15:30,340.0,3.5,3.5,15:30-16:30,16:30:00,65,19:00:00,45.0,21:00-22:30,23:00-0:30,,800.0,0.15,420,0.935
1238,1066.0,300,,405.0,700,10:30:00,21.0,,,12:00:00,100,13:00:00,102,0.2,14:00:00,104.0,15:00:00,105.0,0.2,300,15:30-16:00,50.0,9.0,5.0,16:30:00,70,17:00:00,78,23:30-0:30,340.0,3.5,3.5,0:30-1:30,1:30:00,65,8:00:00,45.0,8:00-9:30,10:00-11:30,,800.0,0.15,420,0.9229999999999999
1320,1067.0,300,,405.0,700,19:00:00,21.0,,,20:30:00,100,1900/1/1 2:30,102,0.2,22:30:00,104.0,23:30:00,105.0,0.2,300,0:00-0:30,50.0,9.0,5.0,1:00:00,70,1:30:00,78,10:00-11:00,340.0,3.5,3.5,11:00-12:30,12:30:00,65,16:30:00,45.0,16:30-18:00,19:00-20:30,,800.0,0.15,420,0.935
1232,1068.0,300,,405.0,700,6:00:00,24.0,,,7:30:00,100,8:30:00,101,0.2,9:30:00,102.0,10:30:00,101.0,0.2,300,11:00-11:30,50.0,10.0,5.0,12:00:00,70,12:30:00,78,19:00-20:00,350.0,3.5,3.5,20:00-21:30,21:30:00,65,23:00:00,45.0,23:00-0:30,1:00-2:30,,800.0,0.15,420,0.9229999999999999
1096,1069.0,300,,405.0,700,12:30:00,21.0,,,14:00:00,100,15:00:00,102,0.2,16:00:00,104.0,17:00:00,105.0,0.2,300,17:30-18:00,50.0,9.0,5.0,18:30:00,70,19:00:00,78,19:00-19:30,330.0,3.5,3.5,19:30-21:00,21:00:00,65,0:00:00,45.0,2:00-3:30,4:00-5:30,,800.0,0.15,420,0.9470000000000001
1296,1072.0,300,,405.0,700,11:00:00,24.0,,,12:30:00,100,13:30:00,100,0.2,14:30:00,101.0,15:30:00,103.0,0.2,300,16:00-16:30,50.0,10.0,5.0,17:00:00,70,17:30:00,78,22:00-23:00,340.0,3.5,3.5,23:00-0:00,0:00:00,65,3:00:00,45.0,5:00-6:30,7:00-8:30,,800.0,0.15,420,0.888
668,1073.0,300,,405.0,700,15:30:00,24.0,,,17:00:00,100,18:00:00,102,0.2,19:00:00,104.0,20:00:00,104.0,0.2,300,23:00-23:30,50.0,9.0,5.0,0:00:00,70,0:30:00,78,7:00-8:30,330.0,3.5,3.5,9:30-11:00,11:00:00,65,14:00:00,45.0,14:30-16:00,16:30-18:00,,800.0,0.15,420,0.912
294,1074.0,300,,405.0,700,3:30:00,21.0,,,5:00:00,100,6:00:00,102,0.2,7:00:00,104.0,8:00:00,105.0,0.2,300,10:00-10:30,50.0,9.0,5.0,11:00:00,70,11:30:00,78,16:30-17:30,340.0,3.5,3.5,17:30-19:00,19:00:00,65,0:00:00,50.0,0:00-1:30,2:00-3:30,,800.0,0.15,420,0.935
791,1076.0,300,,405.0,700,22:00:00,24.0,,,23:30:00,100,0:30:00,102,0.2,1:30:00,102.0,2:30:00,102.0,0.2,300,4:00-4:30,50.0,10.0,5.0,5:30:00,70,6:00:00,78,11:30-12:30,340.0,3.5,3.5,12:30-14:00,14:00:00,65,17:00:00,45.0,19:00-20:30,21:00-22:30,,800.0,0.15,420,0.9470000000000001
1329,1078.0,300,,405.0,700,17:00:00,21.0,,,18:30:00,100,19:30:00,102,0.2,20:30:00,103.0,21:30:00,108.0,0.2,300,22:00-22:30,50.0,9.0,5.0,23:00:00,70,23:30:00,78,7:30-8:30,350.0,3.5,3.5,8:30-10:00,10:00:00,65,14:00:00,45.0,14:00-15:30,16:30-18:00,,800.0,0.15,400,0.902
29,1079.0,300,,405.0,700,1:00:00,27.0,,,2:30:00,100,3:30:00,101,0.2,4:30:00,103.0,5:30:00,105.0,0.2,300,8:30-9:00,50.0,10.0,5.0,9:30:00,70,10:00:00,78,16:30-17:30,350.0,3.5,3.5,17:30-19:00,19:00:00,65,22:00:00,45.0,0:00-1:30,2:30-4:00,,800.0,0.15,400,0.902
