,B14_to_A5_intTarget_0.0_mean*yb_cut_mean_intTarget_4.0_mean,B7_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,B14_to_A5_intTarget_0.0_mean/A15_intTarget_0.0_mean,A25_intTarget_0.0_mean/yb_cut_mean_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean*A5_intTarget_2.0_mean,B11_1_B10_2_intTarget_4.0_mean,A20_1_A16_hnew_A17chengji_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,A5_intTarget_0.0_mean*A27_intTarget_1.0_mean,A24_intTarget_1.0_mean,A25_intTarget_0.0_mean*B7_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_1.0_mean,样本id*A15_intTarget_1.0_mean,A12_intTarget_0.0_mean/A27_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_0.0_mean,样本id_cut_intTarget_3.0_mean/B7_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A25_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A5_intTarget_0.0_mean,A25_intTarget_0.0_mean/A5_intTarget_2.0_mean,样本id_cut_intTarget_1.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean,A6_intTarget_1.0_mean/A5_intTarget_1.0_mean,B14_to_B7_intTarget_4.0_mean,样本id/B5_intTarget_1.0_mean,样本id*A10_intTarget_1.0_mean,样本id*A5_intTarget_1.0_mean,样本id*b14/a1_a3_a4_a19_b1_b12,b14/a1_a3_a4_a19_b1_b12/A25_intTarget_0.0_mean,wendu_mean,样本id/yb_cut_mean_intTarget_4.0_mean,样本id/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,样本id*B7_intTarget_0.0_mean,样本id/b14/a1_a3_a4_a19_b1_b12,样本id/A5_intTarget_1.0_mean,样本id*B14_to_A5_intTarget_0.0_mean,样本id/B14_to_A5_intTarget_0.0_mean,样本id/样本id_cut_intTarget_4.0_mean,样本id/样本id_cut_intTarget_3.0_mean,样本id/样本id_cut_intTarget_0.0_mean,target
586,0.0,0.011,1.714,1.18,0.089,0.049,0.067,6.857,0.074,0.2,0.047,0.731,312.009,0.718,2.192,1.243,1.695,1.143,0.54,8.571,0.904,0.0,4710.333,295.691,339.688,152.83,0.834,74.556,-1.0,26088.0,187.414,7731.287,3478.4,310.571,3804.5,-1.0,5072.667,7609.0,0.902
587,0.034,0.153,1.732,0.823,0.118,0.073,0.156,0.571,0.042,0.298,0.044,0.479,494.686,0.478,1.012,0.833,1.968,2.023,0.352,-1.0,0.916,0.0,5809.838,455.396,530.565,225.536,0.882,76.111,14977.0,3524.0,248.832,13765.625,5851.58,503.429,6167.0,14977.0,14977.0,9984.667,0.936
588,0.0,0.083,1.593,-1.0,0.118,0.073,0.156,1.045,0.066,0.298,0.044,0.479,53.495,0.383,1.012,0.0,1.968,2.023,0.352,5.505,0.97,0.0,639.676,63.148,58.416,24.832,0.882,76.333,-1.0,709.784,27.397,1515.625,644.272,55.429,679.0,-1.0,-1.0,-1.0,0.902
589,0.0,0.075,0.793,0.799,0.046,0.073,0.156,0.478,0.05,0.286,0.044,0.566,66.258,0.522,0.869,0.0,0.818,0.713,0.458,4.404,1.007,0.176,836.261,76.819,68.426,31.718,0.841,76.667,-1.0,863.449,40.293,1755.952,813.959,30.862,1804.706,-1.0,-1.0,1180.0,0.971
590,0.0,0.085,0.0,-1.0,0.0,0.073,0.156,0.0,0.061,0.309,0.045,0.459,49.863,0.383,1.2,0.0,0.0,0.0,0.393,5.505,0.949,0.0,575.441,49.509,56.0,1.818,0.069,76.444,-1.0,665.88,25.014,18222.75,591.5,0.0,-1.0,-1.0,-1.0,-1.0,0.928
591,0.034,0.083,2.018,0.906,0.118,0.073,0.156,1.045,0.066,0.298,0.049,0.527,486.301,0.305,1.114,0.833,1.787,2.023,0.387,4.857,0.97,0.0,5852.703,577.768,534.48,227.2,0.801,76.889,15087.5,6494.162,250.668,13867.188,5894.753,507.143,6212.5,15087.5,15087.5,10058.333,0.925
592,0.044,0.276,3.905,-1.0,0.105,0.049,0.062,0.381,0.039,0.227,0.062,0.506,123.659,0.397,0.809,2.192,1.695,2.185,0.457,-1.0,0.891,0.0,1170.0,106.09,120.0,53.333,0.811,75.778,2535.0,520.0,41.053,2851.875,1267.5,111.429,1365.0,2535.0,1690.0,-1.0,0.902
593,0.0,0.308,1.714,0.787,0.0,0.049,0.0,0.286,0.079,1.0,0.052,0.169,278.139,0.889,-1.0,-1.0,1.695,0.857,-1.0,-1.0,0.411,0.0,969.0,263.592,646.0,139.676,0.855,70.667,-1.0,969.0,0.0,6722.438,1453.5,276.857,3391.5,-1.0,4522.0,4522.0,0.879
594,0.036,0.085,3.031,0.746,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,376.77,0.522,1.322,0.0,3.128,3.824,0.433,2.359,0.949,0.081,4243.088,346.845,412.923,188.954,0.881,76.778,18788.0,4909.952,184.445,9531.25,4361.5,671.0,2684.0,18788.0,-1.0,6262.667,0.93
595,0.009,0.075,0.793,1.119,0.046,0.073,0.156,0.478,0.05,0.286,0.044,0.566,188.104,0.522,0.869,0.418,0.818,0.713,0.458,7.077,1.007,0.176,2374.13,218.087,194.26,90.048,0.841,76.667,9380.0,2451.317,114.39,4985.119,2310.816,87.615,5123.529,9380.0,9380.0,4690.0,0.983
596,0.0,0.086,0.729,1.855,0.044,0.049,0.0,0.588,0.098,0.31,0.066,0.59,389.907,0.603,1.18,2.455,0.776,0.392,0.506,6.545,-1.0,0.176,4949.0,384.643,0.0,211.722,0.888,72.222,-1.0,6363.0,157.111,9443.5,-1.0,184.908,10812.941,-1.0,5184.667,15554.0,0.923
597,0.009,0.085,0.793,-1.0,0.048,0.073,0.156,0.478,0.035,0.309,0.05,0.505,521.638,0.522,1.322,0.0,0.818,1.0,0.433,5.898,0.949,0.176,5874.559,604.785,571.692,249.715,0.841,76.667,26012.0,6797.832,255.365,13824.405,6038.5,242.969,14208.235,26012.0,-1.0,-1.0,0.971
598,0.017,0.0,1.714,0.717,0.11,0.049,0.0,2.0,0.037,0.31,0.0,1.096,95.296,0.595,2.192,0.118,1.695,1.857,0.438,-1.0,0.684,0.0,2158.0,90.312,102.154,46.678,0.834,74.333,5644.0,2324.0,166.0,2361.35,1079.0,94.857,1162.0,5644.0,5644.0,1411.0,0.902
599,0.041,0.094,2.018,1.329,0.118,0.073,0.156,0.929,0.034,0.298,0.058,0.626,168.493,0.595,1.324,1.517,1.505,2.023,0.46,-1.0,0.97,0.0,2027.838,158.949,185.186,78.72,0.674,76.333,4305.0,1998.75,86.851,4804.688,2042.407,175.714,2152.5,4305.0,2870.0,4305.0,0.936
600,0.044,0.011,1.732,0.548,0.13,0.049,0.186,4.286,0.054,0.286,0.028,0.843,289.456,0.603,0.843,0.231,1.695,1.571,0.371,4.615,0.698,0.0,5155.0,280.457,328.045,152.458,0.877,73.333,6701.5,15465.0,343.667,6972.137,3240.286,294.571,3608.5,6701.5,13403.0,3350.75,0.902
601,0.023,0.057,3.031,0.586,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,74.961,0.522,1.005,0.511,3.128,2.618,0.347,3.002,1.368,0.081,1021.565,69.007,57.0,37.594,0.881,76.778,5874.0,976.868,47.467,1896.307,1250.684,133.5,534.0,2937.0,2937.0,979.0,0.943
602,0.017,0.046,0.793,1.265,0.054,0.049,0.186,0.741,0.042,0.298,0.044,0.506,298.44,0.481,0.809,2.3,0.776,0.926,0.409,2.267,0.974,0.176,3189.0,289.162,320.086,156.378,0.873,74.556,7972.5,6023.667,92.435,7225.869,3530.21,139.008,8128.824,7972.5,5315.0,7972.5,0.947
603,0.0,0.057,3.532,1.199,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,531.233,0.527,1.005,1.125,3.128,2.618,0.347,3.303,1.292,0.081,7418.783,631.151,413.944,273.011,0.881,76.778,-1.0,7094.186,344.711,13771.307,9082.684,969.5,3878.0,-1.0,9695.0,14542.5,0.955
604,0.008,0.011,0.785,2.698,0.035,0.049,0.067,3.138,0.02,0.174,0.047,0.731,156.722,0.718,2.192,1.087,0.776,1.962,0.632,6.0,2.056,0.176,2366.0,148.526,72.8,80.605,0.876,74.111,8736.0,13104.0,94.138,3698.5,4095.0,71.4,4175.294,8736.0,2912.0,8736.0,0.945
605,0.0,0.098,1.732,1.089,0.093,0.073,0.156,1.045,0.073,0.241,0.052,0.562,320.9,0.522,0.45,0.0,1.968,1.057,0.448,3.303,1.201,0.0,4429.125,295.413,278.027,146.304,0.882,76.778,-1.0,4181.874,365.76,8929.688,4699.0,326.571,4000.5,-1.0,-1.0,8572.5,0.902
606,0.028,0.085,0.793,1.016,0.048,0.073,0.156,0.478,0.04,0.309,0.045,0.459,483.456,0.465,1.2,1.559,0.901,1.0,0.393,1.18,0.949,0.176,5444.559,445.058,529.846,231.437,0.926,76.444,8036.0,6300.251,236.673,12812.5,5596.5,225.185,13168.235,8036.0,8036.0,12054.0,0.971
607,0.036,0.109,1.732,1.279,0.1,0.073,0.156,0.722,0.05,0.286,0.044,0.566,29.76,0.655,0.869,0.0,1.787,1.558,0.458,15.0,1.038,0.0,375.609,28.835,30.734,13.568,0.801,76.556,848.0,267.789,18.098,828.125,365.592,30.286,371.0,848.0,-1.0,848.0,0.902
608,0.024,0.123,1.593,2.023,0.1,0.049,0.186,0.514,0.044,0.286,0.037,0.955,400.937,0.889,1.433,0.25,1.695,1.558,0.483,-1.0,1.011,0.0,8239.333,395.524,421.574,205.876,0.84,73.889,17448.0,2617.2,484.667,10268.875,5014.816,415.429,5089.0,17448.0,17448.0,17448.0,0.902
609,0.0,0.057,3.532,1.199,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,528.767,0.527,1.005,1.125,3.128,2.618,0.347,3.303,1.292,0.081,7384.348,498.816,412.022,271.744,0.881,76.889,-1.0,7061.257,343.111,13707.386,9040.526,965.0,3860.0,-1.0,9650.0,14475.0,0.93
610,0.0,0.077,0.793,2.558,0.046,0.073,0.156,0.464,0.05,0.286,0.044,0.566,177.155,0.655,0.869,1.83,0.818,0.713,0.458,2.031,1.038,0.176,2235.935,205.393,182.953,84.806,0.841,76.556,-1.0,2237.182,107.732,4694.94,2176.306,82.515,4825.294,-1.0,2019.2,10096.0,0.971
611,0.02,0.109,1.732,2.238,0.1,0.073,0.156,0.722,0.063,0.286,0.044,0.566,192.035,0.409,0.869,0.837,1.787,1.558,0.458,10.286,1.038,0.0,2423.739,222.644,198.32,87.552,0.801,77.0,9576.0,1728.0,116.78,5343.75,2359.102,195.429,2394.0,9576.0,4788.0,9576.0,0.936
612,0.022,0.061,1.593,3.0,0.171,0.049,0.143,1.286,0.0,0.25,0.064,0.626,5.791,0.368,-1.0,0.0,1.238,-1.0,0.385,5.538,0.685,0.0,57.0,5.713,8.4,2.995,0.618,71.889,273.0,94.5,3.621,147.262,52.5,6.0,73.5,273.0,-1.0,273.0,0.891
613,0.0,0.097,1.593,1.265,0.107,0.049,0.0,0.98,0.045,0.214,0.056,1.012,240.176,0.746,0.759,1.5,1.695,1.524,0.45,0.0,0.674,0.0,5226.0,236.934,272.188,124.207,0.846,74.556,-1.0,2986.286,116.133,6107.887,2787.2,248.857,3048.5,-1.0,4355.0,6532.5,0.891
614,0.036,0.057,3.532,2.238,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,66.575,0.527,1.005,0.402,3.128,2.618,0.347,5.898,1.324,0.081,929.739,62.804,51.876,34.214,0.881,77.0,3402.0,889.06,43.2,1725.852,1138.263,121.5,486.0,3402.0,3402.0,3402.0,0.93
615,0.0,0.286,2.018,0.674,0.113,0.049,0.25,0.429,0.048,1.0,0.072,0.562,13.973,0.387,1.686,0.0,1.695,1.81,0.427,-1.0,0.887,0.0,170.0,13.873,16.105,7.145,0.831,74.444,-1.0,76.5,7.286,364.012,161.5,14.571,178.5,-1.0,-1.0,204.0,0.902
616,0.0,0.075,0.924,0.319,0.046,0.073,0.156,0.478,0.05,0.286,0.04,0.514,325.205,0.522,0.789,0.0,0.901,0.713,0.416,1.501,1.038,0.176,4206.109,306.785,344.16,159.533,0.926,77.111,-1.0,4342.856,202.659,8831.845,4093.939,155.223,9077.059,-1.0,-1.0,2611.4,0.983
617,0.071,0.063,1.714,1.349,0.143,0.049,0.156,1.0,0.079,0.286,0.037,0.674,262.926,0.746,0.674,1.125,1.695,0.857,0.337,1.312,-1.0,0.0,3664.0,249.175,0.0,128.336,0.831,75.222,3664.0,3206.0,101.778,6537.95,-1.0,261.714,3206.0,3664.0,7328.0,7328.0,0.923
618,0.0,0.0,1.732,1.439,0.095,0.049,0.156,1.929,0.0,0.357,0.0,0.559,124.093,0.603,1.119,0.0,1.787,-1.0,0.48,3.0,0.77,0.0,1547.0,120.235,168.381,68.395,0.968,77.889,-1.0,2983.5,165.75,2856.425,1160.25,126.286,1547.0,-1.0,-1.0,3978.0,0.879
619,0.0,0.086,1.732,0.886,0.118,0.073,0.156,1.013,0.022,0.298,0.058,0.626,198.773,0.91,1.324,0.0,1.505,2.023,0.46,2.321,1.0,0.0,2334.486,182.986,213.19,90.624,0.674,77.111,-1.0,2510.182,99.985,5531.25,2351.259,202.286,2478.0,-1.0,-1.0,3304.0,0.925
620,0.0,0.06,0.729,0.534,0.056,0.049,0.186,0.382,0.033,0.091,0.03,0.59,433.751,1.141,1.18,0.447,0.776,0.61,0.393,6.0,1.077,0.176,5505.5,427.895,224.714,245.143,0.924,75.667,-1.0,4598.0,185.059,10093.417,11011.0,205.7,12028.824,-1.0,29887.0,4981.167,0.935
621,0.0,0.061,1.714,0.955,0.113,0.049,0.0,1.286,0.047,0.286,0.047,0.458,411.037,0.603,-1.0,0.0,1.695,1.81,0.427,6.353,0.655,0.0,3886.857,389.539,452.211,204.207,0.846,71.333,-1.0,6444.0,246.897,10041.9,4534.667,409.143,5012.0,-1.0,-1.0,8114.667,0.891
622,0.0,0.057,3.031,0.559,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,231.059,0.655,1.005,0.402,3.128,2.618,0.347,3.539,1.368,0.081,3148.87,212.708,175.697,115.878,0.881,76.667,-1.0,3011.096,146.311,5845.17,3855.105,411.5,1646.0,-1.0,11522.0,2880.5,0.943
623,0.0,0.085,0.0,0.927,0.0,0.049,0.5,0.0,0.098,0.2,0.066,1.096,83.276,0.718,2.192,0.818,0.0,0.0,0.506,0.0,-1.0,0.0,1963.0,82.151,0.0,32.691,0.642,72.0,1661.0,1389.2,33.556,2789.855,-1.0,0.0,-1.0,1661.0,3322.0,1661.0,0.89
624,0.038,0.085,1.732,2.398,0.105,0.073,0.156,1.045,0.035,0.309,0.05,0.505,48.57,0.522,1.322,0.485,1.787,2.185,0.433,2.202,0.949,0.0,546.985,56.312,53.231,17.278,0.625,76.667,1297.5,632.952,23.777,1732.163,562.25,49.429,605.5,1297.5,2595.0,2595.0,0.925
625,0.0,0.05,1.732,0.799,0.143,0.049,0.156,1.0,0.052,0.286,0.028,0.799,80.014,1.359,0.799,0.567,1.787,0.857,0.32,2.333,-1.0,0.0,1425.0,77.527,0.0,44.375,0.974,74.333,-1.0,997.5,33.529,1830.412,-1.0,81.429,997.5,-1.0,4275.0,1425.0,0.89
626,0.033,0.069,2.787,-1.0,0.273,0.049,0.0,1.545,0.022,0.227,0.036,0.955,253.963,0.601,1.433,0.7,2.966,5.5,0.309,4.533,0.662,0.081,5219.0,250.535,293.045,140.953,0.908,73.667,13815.0,2846.727,87.714,6017.898,2894.571,460.5,1842.0,13815.0,13815.0,-1.0,0.979
627,0.009,0.083,1.787,-1.0,0.054,0.073,0.156,0.478,0.066,0.298,0.044,0.479,585.634,0.308,1.012,0.0,0.901,0.926,0.352,5.898,0.97,0.176,6090.108,477.365,556.16,248.237,0.926,77.111,25858.0,6757.587,260.836,13742.56,6133.864,241.531,14124.118,25858.0,-1.0,-1.0,0.965
628,0.0,0.037,1.593,0.674,0.118,0.049,1.0,1.619,0.034,0.174,0.035,0.653,95.133,0.746,0.523,0.703,1.695,2.023,0.409,1.771,0.699,0.0,1336.875,93.849,103.885,48.0,0.825,73.667,-1.0,1955.0,61.333,2479.688,1145.741,98.571,1207.5,-1.0,2760.0,1380.0,0.891
629,0.052,0.078,1.714,0.927,0.089,0.049,0.222,1.143,0.074,0.31,0.053,1.012,88.12,0.603,1.012,0.661,1.695,1.143,0.54,-1.0,0.533,0.0,1842.0,83.512,95.938,43.469,0.84,71.222,1688.5,1228.0,42.194,2168.188,982.4,87.714,1074.5,1688.5,3377.0,1688.5,0.902
630,0.0,0.083,3.031,0.746,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,548.871,0.522,1.114,1.012,3.128,3.539,0.387,2.359,0.97,0.081,6446.216,505.278,588.68,275.264,0.881,76.778,-1.0,7152.725,276.088,13884.943,6492.531,977.5,3910.0,-1.0,13685.0,9123.333,0.93
631,0.009,0.083,0.793,-1.0,0.082,0.049,0.0,0.327,0.03,0.188,0.035,1.517,259.135,0.746,0.759,0.375,0.776,1.046,0.27,-1.0,1.684,0.176,8307.0,251.079,115.375,134.838,0.866,75.333,13845.0,2307.5,164.089,6318.155,7384.0,120.7,7058.235,13845.0,13845.0,-1.0,0.935
632,0.015,0.085,0.793,0.906,0.048,0.073,0.156,0.478,0.035,0.309,0.05,0.505,497.774,0.522,1.322,0.856,0.818,1.0,0.433,4.857,0.949,0.176,5605.809,458.239,545.538,238.291,0.841,76.778,15070.5,6486.844,243.682,13191.964,5762.25,231.854,13558.235,15070.5,15070.5,10047.0,0.983
633,0.017,0.075,0.793,2.848,0.046,0.073,0.156,0.478,0.05,0.286,0.052,0.673,47.166,0.655,1.032,0.39,0.689,0.713,0.544,2.202,1.038,0.176,595.304,54.685,48.71,17.618,0.552,76.778,1260.0,614.659,28.683,1602.0,579.429,21.969,1284.706,1260.0,2520.0,2520.0,0.983
634,0.0,0.022,1.732,0.4,0.122,0.049,0.0,4.286,0.063,0.227,0.053,1.039,118.478,0.603,0.52,0.5,1.787,1.333,0.373,3.0,2.052,0.0,2743.0,114.794,60.286,68.092,1.009,74.556,-1.0,6330.0,56.267,2615.345,2954.0,120.571,1477.0,-1.0,6330.0,1055.0,0.902
635,0.0,0.085,3.905,0.799,0.105,0.073,0.156,1.045,0.035,0.309,0.05,0.505,71.659,0.522,1.322,0.0,1.787,2.185,0.433,4.404,0.978,0.0,714.559,58.411,69.538,28.928,0.801,77.333,-1.0,826.862,31.062,1765.625,734.5,64.571,791.0,-1.0,-1.0,1130.0,0.925
636,0.0,0.147,0.729,0.769,0.05,0.049,0.0,0.327,0.045,1.0,0.085,0.808,3.585,0.603,1.615,0.95,0.567,0.85,0.6,3.0,0.953,0.176,45.5,3.536,4.0,1.947,0.649,70.889,-1.0,32.5,1.368,86.821,42.25,1.7,99.412,-1.0,130.0,43.333,0.923
637,0.029,0.0,1.714,1.304,0.143,0.049,0.0,-1.0,0.101,0.1,0.03,0.43,432.852,0.583,0.909,0.867,2.19,0.857,0.261,0.7,-1.0,0.0,4972.324,410.213,0.0,212.769,1.082,73.333,15080.0,-1.0,348.0,10687.95,-1.0,430.857,5278.0,15080.0,7540.0,15080.0,0.879
638,0.0,0.059,3.031,1.18,0.231,0.049,0.667,1.545,0.023,0.241,0.031,0.674,306.863,0.603,0.787,1.179,2.966,6.5,0.365,6.071,0.762,0.081,4372.0,297.323,420.385,169.04,0.917,74.444,-1.0,3378.364,198.727,7067.239,2841.8,546.5,2186.0,-1.0,5100.667,7651.0,0.98
639,0.076,0.083,1.732,2.177,0.118,0.073,0.156,1.045,0.038,0.298,0.044,0.479,25.548,0.522,1.012,0.944,1.968,2.023,0.352,5.505,1.0,0.0,300.054,29.621,27.401,11.648,0.882,76.778,341.25,332.94,12.851,710.938,302.21,26.0,318.5,341.25,682.5,1365.0,0.902
640,0.024,0.068,1.593,1.012,0.0,0.049,0.143,0.835,0.0,0.222,0.034,0.674,420.791,0.746,1.124,0.833,1.695,-1.0,-1.0,3.167,0.632,0.0,6104.0,415.11,508.667,213.8,0.831,75.667,18312.0,4460.615,152.6,10891.825,4578.0,436.0,5341.0,18312.0,18312.0,9156.0,0.902
641,0.0,0.083,1.593,0.472,0.118,0.073,0.156,1.045,0.038,0.298,0.044,0.479,455.811,0.655,1.012,1.089,1.968,2.023,0.352,3.811,0.97,0.0,5450.432,449.657,497.743,211.584,0.882,76.333,-1.0,6047.802,233.439,12914.062,5489.593,472.286,5785.5,-1.0,10744.5,5372.25,0.902
642,0.0,0.021,1.593,1.265,0.176,0.049,0.2,0.971,0.023,0.368,0.012,0.521,236.591,0.603,1.433,0.0,1.695,3.714,0.274,11.333,1.82,0.0,2652.0,233.397,132.0,125.76,0.869,70.778,-1.0,2917.2,61.286,5853.705,5577.0,245.143,3003.0,-1.0,-1.0,6435.0,0.902
643,0.022,0.076,1.732,0.629,0.105,0.073,0.156,0.667,0.035,0.309,0.026,0.459,478.964,0.522,1.2,1.308,1.968,2.185,0.393,1.615,0.949,0.0,5393.971,440.923,524.923,218.368,0.882,76.778,22178.0,3980.667,200.706,13328.125,5544.5,487.429,5971.0,22178.0,11089.0,7392.667,0.902
644,0.01,0.083,0.793,0.629,0.054,0.073,0.156,0.478,0.038,0.298,0.044,0.479,478.683,0.522,1.012,1.089,0.901,0.926,0.352,3.811,0.97,0.176,5621.892,440.664,513.401,229.152,0.926,76.778,22165.0,6238.054,240.782,12686.012,5662.284,222.962,13038.235,22165.0,11082.5,7388.333,0.947
645,0.052,0.144,1.593,0.927,0.135,0.049,0.0,0.714,0.016,0.174,0.061,0.458,84.103,0.465,-1.0,0.284,1.695,5.429,0.356,0.0,1.114,0.0,827.857,82.968,80.263,45.539,0.886,71.333,1677.5,762.5,97.6,2042.738,1159.0,87.143,1067.5,1677.5,3355.0,1677.5,0.902
646,0.009,0.083,0.793,0.559,0.054,0.073,0.156,0.478,0.038,0.298,0.049,0.527,530.903,0.522,1.114,0.0,0.818,0.926,0.387,7.077,0.97,0.176,6235.189,488.737,569.409,254.15,0.841,76.778,26474.0,6918.569,267.05,14069.94,6279.988,247.285,14460.588,26474.0,-1.0,6618.5,0.947
647,0.026,0.139,0.787,0.899,0.061,0.049,0.0,0.318,0.034,0.298,0.053,0.506,429.339,0.889,0.809,0.455,0.838,0.989,0.393,3.516,1.273,0.021,4671.0,423.543,444.857,212.69,0.81,74.222,8304.0,3503.25,213.995,11398.038,5449.5,219.948,11021.921,8304.0,24912.0,8304.0,0.89
648,0.0,0.057,3.031,1.199,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,542.695,0.522,1.005,1.125,3.128,2.618,0.347,3.303,1.41,0.081,7395.826,615.045,412.663,272.166,0.881,77.0,-1.0,7072.234,343.644,13728.693,9054.579,966.5,3866.0,-1.0,9665.0,14497.5,0.93
649,0.029,0.085,0.957,0.879,0.058,0.049,0.156,0.578,0.035,0.309,0.05,0.505,539.045,0.522,1.322,0.661,0.988,1.207,0.433,9.007,0.978,0.217,6070.588,610.909,590.769,282.624,0.921,77.0,10560.0,7024.671,263.886,13043.478,6240.0,303.158,12160.0,10560.0,21120.0,10560.0,0.973
650,0.0,0.124,1.732,-1.0,0.105,0.073,0.156,0.722,0.061,0.309,0.05,0.505,346.168,0.305,1.322,1.819,1.787,2.185,0.433,12.0,0.949,0.0,3898.456,318.674,379.385,157.824,0.801,76.556,-1.0,3114.947,169.464,9632.812,4007.25,352.286,4315.5,-1.0,4932.0,-1.0,0.925
651,0.009,0.088,0.729,2.529,0.054,0.049,0.5,0.404,0.022,0.298,0.046,0.556,135.392,1.359,1.175,0.8,0.776,0.926,0.409,5.667,0.97,0.176,1618.973,133.564,147.848,72.741,0.879,75.333,7365.0,1517.636,81.833,3314.25,1630.605,64.208,3754.706,7365.0,3682.5,7365.0,0.935
652,0.0,0.075,0.793,1.279,0.046,0.073,0.156,0.478,0.05,0.286,0.044,0.566,21.056,0.522,0.869,0.732,0.818,0.713,0.458,10.321,1.007,0.176,265.761,24.413,21.746,10.08,0.841,76.667,-1.0,274.401,12.805,558.036,258.673,9.808,573.529,-1.0,600.0,600.0,0.947
653,0.0,0.013,0.785,-1.0,0.054,0.049,0.0,3.138,0.042,0.31,0.053,0.478,148.111,0.603,0.955,0.0,0.776,0.926,0.409,6.545,0.911,0.176,1462.0,140.365,155.375,76.176,0.876,74.222,-1.0,12384.0,70.919,3495.286,1713.63,67.477,3945.882,-1.0,-1.0,-1.0,0.923
654,0.0,0.088,2.787,1.18,0.188,0.049,0.333,1.545,0.055,0.312,0.046,0.556,302.219,0.603,1.175,1.286,2.966,2.667,0.45,6.071,0.938,0.081,3613.838,298.139,342.5,169.504,0.917,74.778,-1.0,3387.636,182.667,7086.636,3507.2,548.0,2192.0,-1.0,5114.667,7672.0,0.967
655,0.0,0.074,1.732,0.798,0.113,0.073,0.156,1.045,0.043,0.28,0.039,0.479,157.783,0.522,1.597,0.0,1.968,1.81,0.368,6.005,0.925,0.0,1854.6,145.251,177.474,71.936,0.882,76.778,-1.0,2056.18,93.667,4390.625,1779.667,160.571,1967.0,-1.0,-1.0,3091.0,0.902
656,0.017,0.075,0.793,2.177,0.046,0.073,0.156,0.478,0.05,0.286,0.04,0.514,50.535,0.522,0.789,0.39,0.901,0.713,0.416,2.202,1.007,0.176,637.826,46.522,52.189,18.876,0.722,76.778,1350.0,658.563,30.732,1716.429,620.816,23.538,1376.471,1350.0,2700.0,2700.0,0.983
657,0.036,0.086,2.018,1.519,0.118,0.073,0.156,1.013,0.066,0.298,0.058,0.626,30.137,0.305,1.324,0.0,1.505,2.023,0.46,2.031,0.97,0.0,362.703,35.805,33.123,14.08,0.674,76.667,880.0,390.0,15.534,859.375,365.309,31.429,385.0,880.0,-1.0,880.0,0.902
658,0.016,0.085,0.793,1.279,0.048,0.073,0.156,0.478,0.035,0.309,0.05,0.505,32.848,0.522,1.322,0.0,0.818,1.0,0.433,5.16,0.949,0.176,369.926,30.239,36.0,15.725,0.841,76.778,936.0,428.066,16.081,870.536,380.25,15.3,894.706,936.0,-1.0,936.0,0.935
659,0.0,0.08,1.593,0.843,0.127,0.049,0.156,0.971,0.065,0.0,0.046,0.556,81.07,0.718,1.855,0.4,1.695,1.286,0.379,11.333,1.0,0.0,970.2,79.975,65.333,43.572,0.879,71.778,-1.0,999.6,49.0,1983.765,1323.0,84.0,1029.0,-1.0,4410.0,1470.0,0.879
660,0.067,0.012,-1.0,0.506,0.2,0.049,0.0,12.0,0.039,0.1,0.048,1.012,400.364,0.718,1.012,1.4,2.966,3.75,0.422,3.2,1.06,0.081,6606.0,299.499,293.6,170.278,0.917,75.111,8257.5,26424.0,157.286,7118.966,4128.75,550.5,2202.0,8257.5,5505.0,3303.0,0.967
661,0.017,0.081,0.793,1.265,0.08,0.049,0.0,0.294,0.023,0.241,0.031,1.012,301.247,0.603,1.012,1.1,0.776,1.7,0.274,4.5,1.782,0.176,6438.0,291.883,165.077,158.963,0.879,74.667,8047.5,2414.25,195.091,7242.75,6974.5,140.315,8205.294,8047.5,5365.0,8047.5,0.912
662,0.019,0.083,2.018,0.949,0.118,0.073,0.156,1.045,0.038,0.298,0.058,0.626,176.438,0.522,1.324,0.944,1.505,2.023,0.46,4.404,0.97,0.0,2123.459,166.444,193.918,82.432,0.674,77.111,9660.0,2356.192,90.947,5031.25,2138.716,184.0,2254.0,9660.0,4830.0,3220.0,0.925
